"","Produce-1600-2541-Redacted.txt","Produce-2000.txt","Produce-3000.txt","Produce-4000.txt","Produce-5000.txt","Produce-6000.txt","Produce-Box-1-Redacted.txt","Produce-Box-5-Redacted.txt","Produce-Box-5.txt","Produce-Box-6.txt"
"although",4,0,0,10,0,0,3,0,4,0
"altogether",8,0,0,0,0,1,0,0,1,0
"alton",0,0,0,0,0,0,0,0,0,2
"altrock",0,0,0,0,0,0,0,0,5,0
"altshuler",5,0,1,1,1,0,7,0,5,3
"altus",0,0,0,0,0,0,0,0,0,31
"alum",4,0,0,0,0,0,0,0,0,2
"alumlokcorg",0,0,0,2,0,0,0,0,0,3
"alums",0,0,0,0,0,0,0,0,0,2
"aluxoklahomaheritagecom",0,0,0,0,0,0,2,0,0,0
"alva",0,0,0,0,0,0,0,0,0,5
"always",3,0,28,2,4,0,5,0,2,0
"alyson",0,0,0,0,0,0,0,0,0,1
"alysonatchisonartsokgov",0,0,0,0,0,0,0,0,0,1
"alysonmosesartsokgov",0,0,0,0,0,0,0,0,0,1
"amacbethsidleycom",0,0,32,0,0,0,0,0,0,0
"amaha",0,0,0,0,0,0,0,0,0,1
"amam",0,0,0,4,0,0,0,0,0,0
"amanda",5,2,32,3,43,0,15,0,34,4
"amandabermanusdojgov",0,0,53,0,0,0,0,0,0,0
"amandakuhlmanlovescom",0,0,0,0,0,0,0,0,0,1
"amandampdgmailcom",0,0,0,0,0,0,0,0,0,1
"amandaperkinsusdojgov",0,0,0,0,0,0,0,0,0,1
"amare",0,0,0,1,0,0,0,0,0,0
"amashley",0,1,0,0,0,0,0,0,0,0
"amazed",4,0,0,0,0,0,0,0,0,0
"amazing",1,0,0,0,0,0,28,0,0,0
"amazingly",0,0,0,0,0,0,6,0,0,0
"amber",0,0,0,0,0,0,0,0,0,3
"amberhhammonslawcom",0,0,0,0,0,0,1,0,0,0
"amberpolicechiefyahoocom",0,0,0,0,0,0,0,0,0,1
"amberpoolarkansasgov",0,0,0,0,0,0,0,0,1,0
"ambersharplesartsokgov",0,0,0,0,0,0,0,0,0,1
"ambertulsaoktoberfestorg",0,0,0,0,0,0,0,0,1,0
"ambitious",0,0,0,3,0,0,0,0,0,0
"ambulatory",0,0,0,3,0,0,0,0,0,0
"amclayton",0,0,0,2,0,0,0,0,0,0
"amcneilpicernemhcom",0,0,0,0,0,0,0,0,1,0
"amd",0,0,0,1,0,0,0,0,0,0
"amelia",0,0,0,0,0,0,0,0,0,2
"amend",0,0,0,13,4,0,6,0,0,0
"amended",0,0,0,22,1,0,0,0,4,0
"amendment",4,0,2,4,0,3,0,0,2,0
"amendments",0,0,0,6,0,0,0,0,0,0
"america",9,10,35,46,0,2,16,0,37,0
"american",200,131,82,643,59,104,14,0,118,11
"americans",30,0,2,67,0,0,18,0,34,3
"americanus",0,0,0,2,0,0,0,0,0,0
"americas",16,0,0,50,0,0,2,2,17,1
"amestoy",18,0,262,0,0,0,10,0,0,0
"amhallcityoftulsaorg",0,0,0,0,0,0,0,0,0,1
"amhyattmsncom",0,2,0,0,0,0,0,0,0,0
"ami",6,0,0,2,0,0,4,0,0,3
"amicus",0,0,13,79,2,0,0,0,0,0
"amicuspdf",0,0,1,0,0,0,0,0,0,0
"amid",0,0,0,0,0,0,0,0,1,0
"amity",4,0,0,0,0,0,0,0,0,0
"amleincityothartlesvilleorg",0,0,0,0,0,0,0,0,0,2
"ammelissa",0,0,0,3,0,0,0,0,0,0
"ammond",0,0,0,0,0,0,0,0,0,1
"amnesty",3,0,0,0,0,0,0,0,0,0
"amok",0,0,0,1,0,0,0,0,0,0
"among",18,0,20,27,0,0,5,0,7,0
"amongst",0,0,0,0,0,0,0,0,0,1
"amoorenmaggov",0,1,8,19,0,0,0,0,0,0
"amoran",0,0,0,0,0,0,0,0,0,1
"amos",0,0,1,10,0,3,0,0,0,0
"amount",15,0,0,83,1,1,0,0,11,0
"amounts",0,0,0,1,0,0,0,0,0,0
"amountssources",0,0,0,0,1,0,0,0,0,0
"amp",0,0,0,0,0,0,1,0,0,0
"ampdf",0,0,0,0,0,0,0,0,2,0
"amteegyahoocom",0,0,0,0,0,2,0,0,0,1
"amtrak",0,0,0,0,0,0,0,0,0,4
"amy",234,0,3,3,2,0,33,0,6,2
"amydillonfriendsofthecapitolcom",0,0,0,0,0,1,0,0,0,0
"amygkfforg",0,0,0,2,0,0,0,0,0,2
"amykatebrown",1,0,0,0,0,0,0,0,0,0
"amymwongdojstateorus",0,2,0,0,0,0,0,0,0,0
"amyone",1,0,0,0,0,0,0,0,0,0
"anadarko",0,0,0,0,0,0,0,0,0,10
"analysis",5,0,1,29,0,0,14,0,5,6
"analyst",0,0,1,28,5,0,4,0,64,91
"analystmichigan",0,0,0,0,0,0,0,0,0,2
"analystoifc",0,0,0,0,0,0,0,0,0,1
"analysts",0,0,0,11,0,1,0,0,5,0
"analystwebmaster",0,0,0,0,0,0,0,0,0,2
"analytics",0,0,0,0,0,0,0,0,0,1
"analyze",2,0,1,1,0,0,0,0,0,0
"analyzed",0,0,0,0,0,0,0,0,5,0
"analyzes",1,0,0,0,0,0,0,0,0,0
"anarticle",0,0,0,6,0,0,0,0,0,0
"anastasia",0,0,0,0,0,0,0,0,0,2
"anastasiapittmangmailcom",0,0,0,0,0,0,0,0,0,1
"anchor",4,0,0,0,0,0,0,0,0,0
"and",1799,428,2147,5712,272,70,624,354,2277,494
"anderson",178,0,248,0,41,0,21,0,53,6
"andersonoksenategov",0,0,0,2,0,1,0,0,1,2
"andlor",0,0,0,0,0,0,0,0,0,2
"andmortar",0,0,0,0,0,0,0,0,0,1
"andor",3,0,1,110,0,0,7,0,0,0
"andrea",0,0,0,0,41,0,4,0,28,3
"andreahhealthokgov",0,0,0,2,0,0,0,0,0,2
"andreamertenokhousegov",0,0,0,0,0,0,0,0,0,1
"andrepetersontnicom",0,1,0,0,0,0,0,0,0,0
"andrew",35,7,277,43,7,0,29,5,37,27
"andrewbaldonadoanheuserbuschcom",0,2,0,0,0,0,0,0,0,0
"andrewbevilgmailcom",0,0,0,0,0,0,0,0,0,2
"andrewbollingerocedu",0,0,0,0,0,0,0,0,0,3
"andrewcommerusacearmymil",0,0,2,3,4,0,0,0,0,0
"andrewdameokbuedu",0,0,0,0,0,0,0,0,0,3
"andrewgwhitakeryahoocom",0,0,0,0,0,0,0,0,0,4
"andrewjjacobsgmailcom",0,0,0,0,0,0,0,0,0,1
"andrewjohnsenattnet",0,2,0,0,0,0,0,0,0,0
"andrewjohnsenbnsfcom",0,2,0,0,0,0,0,0,0,0
"andrewmcurrentlandcom",0,0,0,0,0,0,0,0,0,1
"andrewpmillerverizonnet",4,2,54,0,0,0,1,0,16,0
"andrews",4,0,0,15,0,0,0,0,0,3
"andrewsdaviscom",0,0,0,0,0,0,0,0,0,1
"andrewsilvestrigovokgov",0,0,0,2,0,0,0,0,0,2
"andrewstephenstexasattorneygeneralgov",0,0,8,0,0,0,0,0,0,0
"andy",19,1,276,18,0,0,10,2,2,5
"andyselfridgesacandfoxnationnsngov",0,0,0,0,0,0,0,0,0,1
"andywcatoosapdcom",0,0,0,0,0,0,0,0,0,1
"anesthesiologist",0,0,0,0,0,0,4,0,0,0
"anesthesiologists",0,0,0,3,0,0,0,0,0,0
"anga",0,0,1,1,0,0,8,0,0,1
"angas",0,0,0,0,0,0,2,0,0,0
"angela",0,0,0,0,0,0,0,0,0,7
"angelacolmenerooagstatetxus",0,0,10,0,0,0,0,0,0,0
"angelamiightusdojgov",0,0,0,0,0,0,0,0,0,1
"angelamlightusdojgov",0,0,0,0,0,0,0,0,0,1
"angelasandersfieldosbiokgov",0,0,0,0,0,0,0,0,0,2
"angeles",0,0,0,0,0,0,4,0,0,2
"angeline",0,0,30,6,0,0,0,0,0,0
"angelinepurdyusdojgov",0,1,60,13,0,0,0,0,0,0
"angelo",0,0,0,0,0,0,0,0,0,1
"angie",0,0,2,2,0,0,4,0,0,1
"angiearkbroadcastersorg",0,0,0,0,0,0,0,0,1,0
"anglin",5,0,0,0,1,0,7,0,4,0
"angus",0,0,51,0,0,0,0,0,0,0
"ani",0,0,0,0,41,0,4,0,28,0
"aniruddha",0,0,0,0,41,0,4,0,28,0
"anissa",4,0,0,0,0,0,4,0,1,0
"anita",0,0,0,0,0,0,0,0,0,1
"anitascheulernebraskagov",0,2,0,0,0,0,0,0,16,0
"anitejrncom",0,0,0,0,0,0,0,0,0,1
"anjanette",0,0,0,0,0,0,0,0,0,2
"anjanettedaigiedhsgov",0,0,0,0,0,0,0,0,0,1
"anjanettedaigledhsgov",0,0,0,0,0,0,0,0,0,1
"ann",18,0,276,36,41,0,14,0,32,2
"annaliyahoocom",0,0,0,0,0,0,0,0,0,1
"annamarie",0,0,0,0,41,0,4,0,28,0
"annapolis",0,0,0,0,0,0,1,0,0,0
"anne",5,0,0,0,1,0,7,0,4,1
"anneforsheegmailcom",0,0,0,0,0,0,0,0,0,1
"annerobertsintegrisheaithcom",0,0,0,0,0,0,0,0,0,1
"annerobertsintegrishealthcom",0,0,0,2,0,0,0,0,0,0
"annerobertsintegrisokcom",0,0,0,0,0,0,0,0,0,1
"annetta",0,0,0,0,0,0,4,0,0,0
"annette",0,0,0,22,0,0,0,0,0,0
"annetteprinceouhscedu",4,0,0,0,0,0,0,0,0,0
"annfeltoncentraloklahomahabitatorg",0,0,0,2,0,0,0,0,0,2
"annhuberdollpsstatenjus",0,0,8,0,0,0,0,0,0,0
"anniebohnenyahoocom",0,0,0,0,0,2,0,0,0,0
"anniversary",6,0,0,28,0,0,0,0,2,2
"annlawlerbnsfcom",0,0,0,0,0,0,0,0,0,2
"announce",4,3,0,6,0,0,0,0,0,14
"announced",6,0,0,38,2,1,0,0,11,0
"announcement",1,0,0,6,0,0,0,0,5,0
"announces",6,0,0,15,2,0,0,0,2,0
"announcing",0,0,0,9,0,0,0,0,0,0
"annual",27,3,7,103,7,0,2,0,8,0
"annually",0,0,1,1,0,0,0,0,5,0
"another",20,2,185,130,14,0,16,5,62,1
"answer",1,0,0,6,6,0,12,8,13,0
"answered",0,0,0,21,6,0,0,0,0,0
"answers",32,0,0,10,0,0,0,0,5,0
"anterior",0,0,0,3,0,0,0,0,0,0
"anthem",0,0,0,0,0,0,0,0,5,0
"anthony",0,0,2,2,25,0,8,0,22,23
"anthonycarriercityofmangumcom",0,0,0,0,0,0,0,0,0,1
"anthonydgeorgiadesmilmailmil",0,0,0,0,0,0,0,0,0,2
"anthonymccarthyusafmil",0,0,0,0,0,0,0,0,0,2
"anthonyrodaicfbigov",0,0,0,0,0,0,0,0,0,1
"anthonyrodaicthigov",0,0,0,0,0,0,0,0,0,2
"anticipate",4,0,0,5,0,0,0,0,0,0
"anticipated",4,0,0,0,0,0,0,0,2,0
"anticommunism",0,0,0,0,0,0,0,0,2,0
"anticommunist",0,0,0,0,0,0,0,0,2,0
"anticonscience",4,0,0,6,0,0,0,0,0,0
"antifossil",1,0,0,0,0,0,0,0,1,0
"antihf",0,0,0,0,0,0,2,0,0,0
"antiterrorism",0,0,0,0,0,0,0,0,0,17
"antiterrorismforce",0,0,0,0,0,0,0,0,0,2
"antlers",0,0,0,0,0,0,0,0,0,3
"antunamo",0,0,0,3,0,0,0,0,0,0
"anxious",0,0,0,4,0,0,1,0,0,0
"anxiously",0,0,0,0,2,0,0,0,0,0
"any",333,133,1335,1314,118,16,147,20,257,35
"anybody",0,0,0,1,0,0,0,0,0,0
"anyone",10,0,0,23,4,0,2,7,12,6
"anything",12,27,1,78,3,1,2,0,1,4
"anytime",11,0,25,3,0,1,3,0,0,1
"anyway",0,0,0,6,0,0,0,0,0,0
"anywhere",4,0,0,11,0,0,0,0,0,0
"anz",0,0,0,0,0,0,0,0,0,1
"aona",0,0,0,0,0,0,0,0,0,1
"aoreficebethanypdorg",0,0,0,0,0,0,0,0,0,1
"apa",0,0,2,4,0,0,0,0,0,0
"apache",0,0,0,0,0,0,0,0,0,5
"apachenewspldinet",0,0,0,0,0,0,0,0,0,2
"apachepdyahoocom",0,0,0,0,0,0,0,0,0,1
"aparrishkslawcom",0,0,0,6,0,0,0,0,0,0
"apart",0,0,0,0,0,0,0,0,5,0
"apathy",0,0,0,0,0,0,0,4,4,0
"apattersonorrickcom",0,2,0,0,0,0,0,0,0,0
"apco",6,0,0,11,2,5,0,0,8,0
"apcos",0,0,0,0,0,1,0,0,0,0
"apdalvaokorg",0,0,0,0,0,0,0,0,0,1
"apdcityofanadarkoorg",0,0,0,0,0,0,0,0,0,4
"apga",0,0,0,0,0,0,1,0,0,0
"api",0,0,2,6,0,0,1,0,0,0
"apincusmayerbrowncom",0,2,0,0,0,0,0,0,0,0
"apippincoxnet",0,0,0,0,0,0,0,0,0,6
"apoklahomaaporg",0,0,0,0,0,0,0,0,0,1
"apologies",4,0,5,0,0,0,0,0,3,1
"apologize",4,36,0,14,9,1,1,0,2,0
"app",0,2,0,2,0,0,0,0,0,0
"appalachian",17,0,0,38,4,18,0,0,22,0
"appalling",0,0,0,6,0,0,0,0,0,0
"apparent",5,0,0,0,0,0,0,0,1,0
"apparently",0,0,0,6,0,0,4,0,0,0
"appeal",0,0,0,11,1,0,0,0,2,2
"appealed",1,0,0,0,0,0,0,0,0,0
"appealing",0,0,0,0,0,0,4,0,0,0
"appeals",1,0,8,7,0,0,0,0,0,0
"appear",4,0,0,18,0,0,0,0,4,0
"appearance",0,0,1,59,0,0,0,0,0,0
"appearances",0,0,0,6,0,0,0,0,0,0
"appeared",0,0,1,6,0,0,0,0,11,0
"appears",1,0,15,4,4,0,0,0,1,0
"appendix",0,1,0,0,0,0,0,0,0,0
"apperance",0,0,0,1,0,0,0,0,0,0
"applaud",1,0,0,6,0,0,0,0,0,0
"applauded",0,0,0,10,0,0,0,0,0,0
"apple",0,0,0,0,0,0,0,0,0,3
"applecamp",5,0,0,0,1,0,7,0,4,0
"applegate",0,0,0,0,0,0,0,0,0,2
"appliances",1,0,0,2,0,0,0,0,0,0
"applicable",6,0,1,31,1,1,0,0,5,0
"applicant",0,0,0,5,0,0,0,0,0,0
"applicants",0,0,0,0,0,0,0,0,0,1
"application",10,0,0,9,2,1,0,0,0,0
"applications",4,0,0,0,0,0,0,0,5,0
"applied",0,0,2,4,0,0,0,0,5,0
"applies",0,0,10,0,0,0,0,0,0,0
"apply",8,0,0,2,0,0,0,5,5,3
"appointment",0,0,0,0,0,0,0,6,18,0
"appointmentvcs",1,0,0,0,2,0,0,0,0,0
"appreciate",33,30,2,64,2,1,4,0,14,1
"appreciated",0,6,0,30,0,0,0,2,9,0
"appreciates",1,1,0,2,0,0,0,2,7,0
"appreciative",0,0,0,1,0,0,0,0,0,0
"approach",4,0,4,14,0,2,4,0,6,1
"approaches",0,0,0,6,0,0,0,0,10,0
"approaching",4,0,0,0,0,0,0,0,0,0
"appropriate",3,0,7,33,4,0,3,1,6,1
"appropriated",0,4,0,0,0,0,0,0,5,0
"appropriation",0,0,0,0,0,0,0,0,5,0
"appropriations",0,0,0,0,0,0,0,0,0,1
"approval",6,0,0,53,1,6,0,0,4,2
"approvalcomment",0,0,0,14,0,0,0,0,0,0
"approvals",0,0,0,0,0,0,1,0,0,0
"approve",0,0,0,11,0,0,0,0,2,0
"approved",2,0,0,24,1,2,6,0,7,0
"approves",4,0,0,4,2,4,0,0,2,0
"approving",0,0,0,2,0,0,0,0,0,0
"approximately",2,0,2,9,1,8,0,0,3,2
"apr",45,0,40,1,0,0,1,0,0,1
"april",152,2,623,14,0,0,23,0,105,9
"aprildiesvictorychurchtv",0,0,0,0,0,0,0,0,1,0
"aqainesreqionalfooubankorg",0,0,0,0,0,0,0,0,0,1
"aragon",0,0,0,0,0,0,4,0,0,3
"arbiter",0,0,0,4,0,0,0,0,0,0
"arcadia",0,0,0,0,0,0,0,0,0,2
"archer",0,0,0,6,0,0,0,0,0,0
"archervcf",0,0,0,3,0,0,0,0,0,0
"archerworld",0,0,0,3,0,0,0,0,0,0
"architecturally",0,0,0,6,0,0,0,0,0,0
"arctic",0,0,0,0,1,2,0,0,2,0
"ardmore",0,0,0,0,0,0,0,0,0,13
"ardmoreite",0,0,0,0,0,0,0,0,0,2
"are",566,153,504,1571,95,19,212,75,475,43
"area",38,0,5,31,9,2,0,0,17,5
"areal",0,0,0,0,4,0,0,0,0,0
"areas",6,0,1,8,3,4,0,0,6,2
"areaseconomic",0,0,0,8,0,0,0,0,0,0
"arena",0,0,0,72,0,0,0,0,0,0
"arent",0,0,0,8,3,0,4,5,5,0
"arfusioncenterasparkansasgov",0,0,0,0,0,0,0,0,0,2
"argenbright",6,0,0,0,0,0,4,0,3,3
"argue",1,0,0,0,0,0,0,0,0,0
"argued",0,0,0,10,0,0,0,2,2,0
"argues",0,0,0,0,0,0,0,0,5,0
"arguing",1,0,0,0,0,0,0,0,5,0
"argument",9,0,0,50,2,0,0,0,6,0
"arguments",1,0,1,27,1,0,1,0,0,0
"aric",5,0,0,0,1,0,7,0,4,0
"aricevarietycareorg",0,0,0,0,0,0,0,0,0,1
"ariel",0,0,0,0,0,0,0,0,0,2
"arielhernandezssagov",0,0,0,0,0,0,0,0,0,2
"arise",0,0,0,2,0,1,0,0,1,1
"arises",0,0,0,1,0,0,0,0,0,0
"arising",0,0,1,9,0,0,0,1,1,2
"arizona",0,0,9,48,2,0,0,5,12,2
"arizonastyle",0,0,0,6,0,0,0,0,0,0
"ark",1,0,0,2,0,0,0,0,0,0
"arkansas",4,0,0,8,0,1,0,0,2,6
"arkoma",0,0,0,0,0,0,0,0,0,2
"arkomaattnet",0,0,0,0,0,0,0,0,0,2
"arlene",0,0,0,0,0,0,0,0,0,2
"arlenefkgconsulfingcom",0,0,0,0,0,0,0,0,0,2
"arlenefkgconsultingcom",0,0,0,0,0,0,0,0,0,1
"arlington",2,0,0,0,0,0,0,0,48,2
"arm",0,0,0,0,0,0,0,0,0,1
"armenta",0,0,0,0,0,0,0,0,0,2
"armpdf",0,0,0,2,0,0,0,0,0,0
"arms",0,0,0,0,0,0,0,0,0,2
"armstrong",0,0,7,0,41,0,4,0,28,0
"army",4,0,0,16,0,0,0,0,0,31
"armykansas",0,0,0,0,0,0,0,0,0,2
"arne",0,0,0,0,0,0,0,0,2,0
"arnella",5,0,0,0,1,0,7,0,4,0
"arnold",0,0,10,0,0,0,0,0,0,5
"aroffroffresourcescom",0,0,0,2,0,0,0,0,0,2
"aros",0,0,0,0,0,0,0,0,5,0
"arose",0,0,1,1,0,0,0,0,5,0
"around",57,0,14,68,6,3,2,0,28,0
"arrange",0,0,2,5,0,0,1,0,0,0
"arranged",0,0,0,0,0,0,1,0,0,0
"arrangement",0,0,11,3,0,0,0,0,0,0
"arrangements",0,0,0,1,0,0,0,0,2,0
"arranging",0,0,18,0,0,0,0,4,4,0
"arrell",0,0,0,0,0,0,0,0,0,1
"arrival",4,0,0,0,4,0,0,0,0,0
"arrive",11,0,0,0,0,0,0,0,3,0
"arrived",0,0,0,9,0,0,3,0,0,0
"arrives",7,0,0,0,0,0,0,0,0,0
"arriving",9,0,0,0,0,0,0,0,0,0
"arrow",0,0,0,0,0,0,0,0,8,27
"arrows",0,0,0,0,0,0,0,0,4,0
"arsbaarsbaorg",0,0,0,0,0,0,0,0,1,0
"arsenia",0,0,0,0,0,0,0,0,0,2
"arseniaduggandhsgov",0,0,0,0,0,0,0,0,0,2
"art",0,12,0,0,0,0,0,0,0,1
"artemis",0,0,0,0,0,0,1,0,0,0
"arthur",8,0,0,0,2,0,2,0,2,0
"artic",0,0,0,0,0,1,0,0,0,0
"article",11,0,17,28,0,0,0,5,49,1
"articles",0,0,0,0,0,0,0,8,25,0
"articletwitterfacebookrepublishprint",0,0,2,4,0,0,0,0,0,0
"articulate",0,0,0,6,0,0,0,0,0,0
"artists",0,0,0,0,1,0,0,0,1,0
"arts",0,0,0,0,0,0,0,0,32,0
"aryan",0,0,0,0,0,0,0,0,0,1
"asa",0,0,0,0,0,0,0,0,0,13
"asafreemanyahoocom",0,0,0,0,0,0,0,0,0,6
"asap",1,0,0,15,0,0,0,0,0,0
"asavballyahoocom",0,0,0,0,0,0,0,0,0,6
"asch",0,0,0,0,0,0,0,0,2,0
"ascottpontotoccountysheriffcom",0,0,0,0,0,0,0,0,0,2
"ash",0,0,0,0,0,0,0,0,0,1
"asharrellstumyokcuedu",0,0,0,0,0,0,1,0,0,0
"ashburton",0,0,6,0,0,0,0,0,0,0
"ashely",0,0,0,0,0,0,0,0,14,0
"asheville",0,0,0,4,0,0,0,0,0,0
"ashleighclarkedmondokcom",0,0,0,0,0,0,0,0,1,0
"ashley",234,81,517,230,1,8,25,0,140,12
"ashleycopelandvagov",0,0,0,0,0,0,0,0,0,2
"ashleygrubbaccessmidstreamcom",0,0,0,0,0,0,0,0,0,2
"ashleykempethicsokgov",0,0,0,0,0,0,0,0,0,1
"ashleyneelokhousegov",0,0,0,0,0,0,0,0,0,1
"ashleyneelomesokgov",0,0,0,0,0,0,0,0,0,2
"ashleyolmstead",0,0,0,0,0,0,0,0,0,1
"ashleyolmsteadoago",0,0,6,0,0,0,0,0,0,0
"ashleyolmsteadoagokgov",213,197,339,196,0,3,15,14,311,0
"ashleyolmsteadoagokgovmailtoashleyolmsteadoagokgov",44,0,0,1,0,0,0,0,0,0
"ashleytaylortroutmansanderscom",0,0,3,0,0,0,0,0,0,0
"ashtonmesegovokgov",0,0,0,0,0,0,0,0,0,1
"aside",1,0,0,2,0,0,0,6,11,0
"asimankokcmetroalliancecom",0,0,0,2,0,0,0,0,0,2
"ask",28,0,117,37,11,0,8,0,19,6
"asked",8,27,36,29,0,2,1,4,71,3
"askin",0,0,0,0,0,0,0,0,0,3
"asking",4,0,2,30,0,0,0,5,26,1
"asks",1,0,0,2,0,2,3,0,1,0
"askustulsalibraryorg",0,0,0,0,0,0,0,0,1,0
"aspect",0,0,0,2,0,0,0,0,0,0
"aspects",4,0,1,5,0,0,1,0,2,0
"aspirations",0,0,0,0,0,0,4,0,0,0
"aspiropoulosokcuedu",0,0,0,16,0,0,0,0,0,0
"assailed",4,0,6,12,0,0,0,0,0,0
"assassination",4,0,0,0,0,0,0,0,2,0
"assault",0,0,1,1,0,0,0,0,0,0
"assembled",0,0,0,1,0,0,1,0,0,0
"assembling",0,0,0,6,0,0,0,0,0,0
"assembly",0,0,0,0,0,0,1,0,0,0
"assert",0,0,2,4,0,0,0,0,0,0
"asserted",0,0,2,4,0,0,0,0,0,0
"assess",0,5,0,0,0,0,0,0,3,0
"assessed",1,0,1,5,0,0,0,0,3,0
"assessment",0,0,1,3,0,0,0,0,2,0
"assessments",1,0,0,4,0,0,0,0,0,0
"asset",2,0,0,0,0,0,0,0,0,0
"assfistant",0,0,0,0,0,0,0,0,0,2
"assi",0,0,6,0,0,0,0,0,0,0
"assigned",0,0,0,1,0,0,0,13,13,0
"assignment",0,0,0,0,0,0,0,0,0,2
"assimilated",24,4,0,0,0,0,0,0,0,0
"assimilation",4,0,0,0,0,0,0,0,0,0
"assist",10,0,0,0,0,0,0,0,5,1
"assistance",0,2,25,38,0,1,6,16,17,4
"assistant",132,36,137,273,7,4,17,7,114,76
"assn",0,0,6,0,0,0,0,0,0,0
"assocationnc",0,0,0,0,0,0,1,0,0,0
"associate",0,0,0,6,0,0,0,0,24,0
"associated",1,0,0,24,0,2,0,8,11,0
"associates",0,0,1,0,0,0,4,0,3,6
"association",2,0,157,35,0,6,2,0,8,7
"asst",4,0,0,8,0,0,0,0,0,0
"asstchiefcityoftahlequahcom",0,0,0,0,0,0,0,0,0,2
"asstchiefjacksongmailcom",0,0,0,0,0,0,0,0,0,1
"asstchieflacksongmailcom",0,0,0,0,0,0,0,0,0,1
"asstchiefyahoocom",0,0,0,0,0,0,0,0,0,2
"assume",0,0,1,17,0,0,0,1,1,3
"assumed",0,8,0,3,0,0,0,0,0,0
"assumption",0,0,0,1,0,0,0,0,0,1
"assumptionsxls",0,0,0,0,1,0,0,0,0,0
"assurance",0,0,0,0,0,0,0,0,0,2
"assured",3,0,0,0,0,2,0,0,1,0
"assuredly",0,0,0,6,0,0,0,0,0,0
"assuring",0,0,0,3,0,0,0,0,0,0
"astaylorcoxnet",0,0,0,0,0,0,0,0,0,1
"astaytoncoxnet",0,0,0,0,0,0,0,0,0,6
"asterisk",0,0,0,0,0,0,1,0,0,1
"aston",0,0,0,24,0,0,0,0,0,0
"astounded",0,0,0,0,0,0,0,3,3,0
"atchison",0,0,0,0,0,0,0,0,0,1
"atcl",0,0,0,0,0,0,0,0,0,8
"ateditoraltusfimescom",0,0,0,0,0,0,0,0,0,1
"ateditoraltustimescom",0,0,0,0,0,0,0,0,0,1
"atfnashville",0,0,0,0,0,0,0,0,0,2
"atfp",0,0,0,0,0,0,0,0,0,2
"athabasca",0,0,0,0,0,1,0,0,0,0
"athas",0,0,0,0,41,0,4,0,28,0
"athletic",0,0,0,0,0,0,0,0,0,8
"athomasjrncom",0,0,0,0,0,0,0,0,0,1
"atiens",0,0,0,0,0,0,0,0,0,1
"atk",0,0,0,0,0,0,0,0,0,1
"atkins",1,0,1,1,0,0,0,0,0,5
"atkinson",1,0,5,9,4,0,0,0,0,3
"atlanta",1,0,40,0,0,0,0,0,0,0
"atlantic",0,0,1,0,0,0,0,0,0,0
"atlarge",0,0,0,0,0,0,0,8,8,0
"atmosphere",5,0,0,0,0,0,0,0,0,0
"ato",0,0,0,0,0,0,0,0,0,2
"atoka",0,0,0,0,0,0,0,0,0,11
"atokaaolcom",0,0,0,0,0,2,0,0,0,0
"atokajailattnet",0,0,0,0,0,0,0,0,0,2
"atokasoyahoocom",0,0,0,0,0,0,0,0,0,2
"atra",0,0,0,0,0,1,0,0,0,0
"atras",0,0,0,0,0,1,0,0,0,0
"att",0,0,0,0,0,0,1,0,0,0
"attach",8,0,120,0,0,0,5,0,0,0
"attached",34,31,125,313,46,0,42,0,49,8
"attaching",0,2,0,8,1,0,1,0,0,0
"attachm",0,0,0,3,0,0,0,0,0,0
"attachment",11,71,59,244,5,2,36,0,4,2
"attachments",149,64,530,620,87,4,121,2,122,14
"attack",4,0,0,9,0,0,0,5,5,0
"attacks",0,0,0,0,0,0,0,5,5,0
"attainment",0,0,0,4,0,0,0,0,0,0
"attempt",4,0,0,23,0,0,0,5,16,0
"attempting",0,0,0,17,1,0,0,0,6,0
"attempts",1,0,0,10,0,0,0,0,8,0
"attend",82,0,2,46,8,0,6,1,28,2
"attendance",4,0,25,2,0,0,0,0,23,1
"attendant",1,0,0,6,2,0,0,0,0,0
"attended",0,0,0,8,0,0,0,0,26,0
"attendee",2,0,0,2,0,0,0,0,0,0
"attendeepartstatacceptedcnmelissa",1,0,0,0,0,0,0,0,0,0
"attendees",4,0,0,10,0,0,1,0,16,2
"attendi",2,0,0,0,0,0,0,0,0,0
"attending",13,0,25,8,1,0,0,0,0,0
"attends",7,0,0,0,0,0,0,0,0,0
"attendspeak",2,0,0,0,0,0,0,0,0,0
"attention",6,0,14,8,0,0,4,15,55,0
"attgif",6,0,0,6,0,0,0,0,13,0
"atthtm",1,0,0,8,0,0,0,0,1,0
"attic",0,0,0,6,0,0,0,0,0,0
"attila",0,2,0,0,0,0,0,0,0,0
"attire",0,0,0,4,0,0,0,0,0,0
"attjpg",0,0,0,0,0,0,0,0,3,0
"attorney",252,95,182,907,20,22,37,57,308,21
"attorneyclient",20,0,41,67,1,2,6,7,9,0
"attorneyeaster",0,0,0,0,0,0,0,0,0,2
"attorneygeneralalaskagov",0,2,1,0,0,0,0,0,0,0
"attorneygeneralpruitt",0,0,0,72,0,0,0,2,7,0
"attorneys",21,0,134,29,0,1,6,0,20,2
"attpng",0,0,0,4,0,0,0,0,0,0
"attract",0,0,0,0,0,0,0,0,0,2
"attracted",1,0,0,0,0,0,0,0,0,0
